Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
14,141,69,Jun 13,HOU,@,OAK,W13-5,GS-6,W(8-1),5,6,6,4,4,2,6,2,0,2.4,26,99,64,16,8,6,12,4,4,0,48,,,0,0,0,24,1,0,0,0,0,0,0.21,0.051,-0.99,16.7,36,1b start a 3,6b 3 out a6
15,142,74,Jun 18,HOU,,TB,W5-4,GS-7,,4,7,3,4,4,5,8,1,0,2.59,28,116,74,18,15,8,7,1,1,0,58,,,1,0,0,23,0,0,0,0,0,0,0.76,-0.095,-0.56,18.95,33,1t start tie,7t 3 out d1
16,143,79,Jun 24,HOU,,KC,W11-3,GS-5,W(9-1),5,5,2,1,1,3,8,1,0,2.56,20,104,70,19,15,4,5,3,0,0,64,,,2,0,0,17,0,1,0,0,0,0,0.68,0.111,1.46,26.25,48,1t start tie,5t 3 out a8
17,144,84,Jun 29,HOU,@,TB,L2-3,GS-6,L(9-2),4,6,5,3,1,3,5,0,1,2.5,29,103,67,11,7,8,12,8,0,0,56,,,2,0,0,23,0,0,0,0,1,2,1,-0.062,-0.03,16.1,30,1b start tie,6b 3 out d1
18,145,88,Jul 04,HOU,@,TEX,W5-4,GS-5,,4,5,8,4,4,2,7,1,1,2.7,25,108,72,14,19,6,9,4,0,0,40,,,1,0,0,22,2,0,0,1,0,0,0.96,-0.077,-1.14,10.65,24,1b start tie,5b 3 out tie
19,146,93,Jul 09,HOU,,OAK,L0-2,GS-6,,4,6,3,0,0,3,11,0,0,2.57,23,108,71,19,23,3,6,2,1,0,74,,,0,0,0,20,0,0,0,1,0,0,1.13,0.352,2.95,31.9,51,1t start tie,6t 3 out tie
20,147,98,Jul 14,HOU,,DET,W9-1,GS-6,W(10-2),4,5.2,3,1,1,4,8,0,0,2.52,24,107,72,13,19,3,9,4,2,0,63,,,1,0,0,20,1,0,0,0,0,0,0.58,0.171,1.63,26.55,50,1t start tie,6t -2- 2 out a6
21,148,103,Jul 24,HOU,@,COL,W8-2,GS-7,,9,6.1,5,2,2,1,9,0,0,2.54,24,102,67,17,13,5,9,6,1,0,63,,,0,0,0,23,3,0,0,1,0,0,1.24,0.029,1.38,24.65,40,1b start a 2,7b 1-- 1 out tie
22,149,108,Jul 30,HOU,@,SEA,L0-2,GS-7,L(10-3),5,6.2,4,2,2,2,8,0,1,2.55,27,101,72,21,13,6,10,5,1,0,64,,,1,0,0,24,1,0,0,0,0,0,1.02,0.027,0.93,22.8,38,1b start tie,7b 12- 2 out d2
23,150,113,Aug 05,HOU,@,LAD,L2-3,GS-5,L(10-4),5,5,6,3,3,1,8,0,0,2.64,22,99,66,19,7,5,8,5,0,0,50,,,0,0,0,21,4,0,0,0,0,0,1.06,-0.116,-0.64,17.05,30,1b start a 1,5b 3 out d1
24,151,117,Aug 10,HOU,,SEA,L2-5,GS-8,L(10-5),4,7.1,6,4,4,1,5,0,0,2.75,29,93,63,13,10,10,13,9,2,0,54,,,0,0,0,28,3,0,0,0,0,0,1.38,0.009,0.75,14.3,25,1t start tie,8t 1-3 1 out tie
25,152,121,Aug 15,HOU,,COL,W12-1,GS-6,W(11-5),4,6,5,1,1,0,12,0,0,2.71,22,86,64,13,19,5,5,2,0,0,70,,,1,0,0,22,0,0,0,1,0,0,0.35,0.122,1.95,36.5,63,1t start tie,6t 3 out a9
26,153,125,Aug 20,HOU,@,SEA,L4-7,GS-5,,4,5,7,3,2,2,7,0,0,2.73,24,99,68,18,10,7,8,4,0,0,48,,,0,0,0,21,3,0,0,0,1,1,1.37,-0.052,-0.6,15.85,30,1b start a 1,5b 3 out a1
27,154,131,Aug 27,HOU,,OAK,W11-4,GS-6,W(12-5),6,6,4,4,4,2,8,2,0,2.85,23,96,62,15,9,7,6,1,3,0,54,,,0,0,0,21,2,0,0,1,0,0,1.03,-0.035,-1.05,21.9,42,1t start tie,6t 3 out a1
28,155,137,Sep 02,HOU,,LAA,W4-2,GS-6,W(13-5),5,5.2,6,2,2,3,9,0,1,2.86,27,113,76,23,19,7,7,3,4,0,55,,,0,0,0,23,0,0,0,0,0,0,1.55,0.181,1.51,24.75,50,1t start tie,6t 12- 2 out a2
29,156,141,Sep 07,HOU,@,BOS,W6-3,GS-6,,4,6,5,2,2,2,8,1,0,2.86,25,97,64,17,13,5,10,7,1,0,60,,,0,1,0,22,0,0,0,0,1,0,0.88,0.043,1.19,21.3,36,1b start tie,6b 3 out d2
30,157,146,Sep 12,HOU,@,DET,W5-4,GS-5,W(14-5),4,5,3,2,2,4,9,1,0,2.88,23,99,65,11,21,3,7,3,1,0,58,,,0,0,0,19,1,0,0,0,0,1,1.18,0.015,0.58,25.05,48,1b start tie,5b 3 out a3
31,158,153,Sep 21,HOU,,LAA,W11-3,GS-7,W(15-5),8,7,6,3,3,0,12,1,0,2.92,27,102,71,22,20,3,12,6,0,0,65,,,0,0,0,27,1,1,0,0,0,0,0.35,0.137,0.44,34.15,60,1t start tie,7t 3 out a4
32,159,159,Sep 28,HOU,@,BAL,W2-1,GS-6,,6,6,5,1,1,1,4,0,0,2.88,23,86,62,15,12,7,11,5,2,0,61,,,0,1,0,22,2,0,0,0,0,0,0.81,0.196,1.95,15.9,27,1b start tie,6b 3 out tie
,,,,,,,24-8,,W-L:15-5,4.8,200.1,143,68,64,64,276,19,7,2.88,799,3257,67.00%,18.00%,14.00%,0.61,,27.00%,9.00%,0,63,,---%,14,5,0,723,36,2,0,11,3,4,0.93,3.119,35.22,811.35,1417,,
